name,serial,link,title,title score,firstName,name score,origin,origin score,combo score,total score
Archmagus Gunthor of the Wild,8332,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8332,Archmagus,0.01,Gunthor,0.30,Wild,0.44,0.02,0.77
Archmagus Eric of the Capital,8045,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8045,Archmagus,0.01,Eric,0.24,Capital,0.50,0.02,0.77
Alchemist Milton of the Canyon,2844,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2844,Alchemist,0.05,Milton,0.06,Canyon,0.64,0.02,0.77
Enchanter Diana of the River,6068,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6068,Enchanter,0.05,Diana,0.19,River,0.52,0.02,0.77
Druid Aslan of the Villa,2355,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2355,Druid,0.10,Aslan,0.30,Villa,0.34,0.02,0.77
Battle Mage Cromwell of El Dorado,1052,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1052,Battle Mage,0.03,Cromwell,0.05,El Dorado,0.66,0.02,0.77
Enchanter Salvatore of the Sun,3082,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3082,Enchanter,0.05,Salvatore,0.35,Sun,0.36,0.02,0.77
Battle Mage Ulysse of the Citadel,7791,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7791,Battle Mage,0.03,Ulysse,0.17,Citadel,0.55,0.02,0.77
Mystic Azahl of the Cosmos,1555,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1555,Mystic,0.48,Azahl,0.08,Cosmos,0.18,0.02,0.77
Druid Ozohr of the Palms,7021,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7021,Druid,0.10,Ozohr,0.10,Palms,0.55,0.02,0.77
Sorcerer Ixar of El Dorado,2178,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2178,Sorcerer,0.03,Ixar,0.05,El Dorado,0.66,0.02,0.77
Sage Ofaris of the Gnostics,3406,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3406,Sage,0.16,Ofaris,0.08,Gnostics,0.51,0.02,0.77
Charmer Artis of the Hall,1506,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1506,Charmer,0.52,Artis,0.10,Hall,0.12,0.02,0.77
Hedge Wizard Aslan of the Veil,2046,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2046,Hedge Wizard,0.08,Aslan,0.30,Veil,0.36,0.02,0.77
Charmer Daria of the Plains,550,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/550,Charmer,0.52,Daria,0.05,Plains,0.17,0.02,0.77
Alchemist Solomon of Arcadia,1823,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1823,Alchemist,0.05,Solomon,0.07,Arcadia,0.63,0.02,0.77
Sorcerer Aleister of the Dunes,7565,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7565,Sorcerer,0.03,Aleister,0.01,Dunes,0.71,0.02,0.77
Archmagus Zane of the Field,2727,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2727,Archmagus,0.01,Zane,0.35,Field,0.39,0.02,0.77
Enchanter Ariadne of the Hills,5703,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5703,Enchanter,0.05,Ariadne,0.54,Hills,0.16,0.02,0.77
Magus Ifran of the Keep,7372,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7372,Magus,0.05,Ifran,0.59,Keep,0.11,0.02,0.77
Sage Celah of the Gnostics,6674,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6674,Sage,0.16,Celah,0.08,Gnostics,0.51,0.02,0.77
Charmer Circe of the Wood,2468,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2468,Charmer,0.52,Circe,0.18,Wood,0.04,0.02,0.77
Hedge Wizard Caligula of the Bastion,1333,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1333,Hedge Wizard,0.08,Caligula,0.25,Bastion,0.41,0.02,0.77
Magus Asphodel of the Field,7602,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7602,Magus,0.05,Asphodel,0.30,Field,0.39,0.02,0.77
Battle Mage Thor of the Villa,2186,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2186,Battle Mage,0.03,Thor,0.37,Villa,0.34,0.02,0.77
Sage Ariadne of the Wood,294,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/294,Sage,0.16,Ariadne,0.54,Wood,0.04,0.02,0.77
Alchemist Tundror of the Palms,2856,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2856,Alchemist,0.05,Tundror,0.14,Palms,0.55,0.02,0.77
Hedge Wizard Talon of the Hall,6166,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6166,Hedge Wizard,0.08,Talon,0.54,Hall,0.12,0.02,0.76
Battle Mage Dutorn of the Marsh,1486,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1486,Battle Mage,0.03,Dutorn,0.59,Marsh,0.12,0.02,0.76
Enchanter Davos of the Citadel,5930,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5930,Enchanter,0.05,Davos,0.15,Citadel,0.55,0.02,0.76
Battle Mage Gunthor of the Sacred Pillars,9322,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9322,Battle Mage,0.03,Gunthor,0.30,Sacred Pillars,0.40,0.02,0.76
Magus Malthus of the Grotto,7165,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7165,Magus,0.05,Malthus,0.50,Grotto,0.19,0.02,0.76
Alchemist Daria of the Canyon,7887,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7887,Alchemist,0.05,Daria,0.05,Canyon,0.64,0.02,0.76
Battle Mage Flynn of the Mist,3662,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3662,Battle Mage,0.03,Flynn,0.40,Mist,0.31,0.02,0.76
Sorcerer Jabir of the Mist,5804,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5804,Sorcerer,0.03,Jabir,0.40,Mist,0.31,0.02,0.76
Sage Nolan of the Mist,5799,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5799,Sage,0.16,Nolan,0.27,Mist,0.31,0.02,0.76
Arcanist Goliath of the Bastion,6546,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6546,Arcanist,0.17,Goliath,0.15,Bastion,0.41,0.02,0.76
Illusionist Hadrien of the Plains,3838,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3838,Illusionist,0.51,Hadrien,0.05,Plains,0.17,0.02,0.76
Enchanter Calliope of the Havens,8471,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8471,Enchanter,0.05,Calliope,0.43,Havens,0.26,0.02,0.76
Alchemist Cairon of the Citadel,1071,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1071,Alchemist,0.05,Cairon,0.14,Citadel,0.55,0.02,0.76
Druid Godfrey of the Wood,6662,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6662,Druid,0.10,Godfrey,0.59,Wood,0.04,0.02,0.76
Arcanist Hadrien of the Forest,6322,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6322,Arcanist,0.17,Hadrien,0.05,Forest,0.51,0.02,0.76
Pyromancer Eden of the Mist,3225,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3225,Pyromancer,0.37,Eden,0.05,Mist,0.31,0.02,0.76
Archmagus Lumos of the Dunes,8384,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8384,Archmagus,0.01,Lumos,0.02,Dunes,0.71,0.02,0.76
Archmagus Lumos of the Dunes,8503,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8503,Archmagus,0.01,Lumos,0.02,Dunes,0.71,0.02,0.76
Artificer Thor of the Moors,6014,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6014,Artificer,0.12,Thor,0.37,Moors,0.24,0.02,0.76
Witch Alessar of the Riviera,3458,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3458,Witch,0.14,Alessar,0.04,Riviera,0.56,0.02,0.76
Artificer Artis of the Forest,4416,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4416,Artificer,0.12,Artis,0.10,Forest,0.51,0.02,0.76
Enchanter Sondra of the Riviera,1747,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1747,Enchanter,0.05,Sondra,0.13,Riviera,0.56,0.02,0.76
Battle Mage Dutorn of the Valley,1993,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1993,Battle Mage,0.03,Dutorn,0.59,Valley,0.11,0.02,0.76
Battle Mage Eric of the Mountain,4132,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4132,Battle Mage,0.03,Eric,0.24,Mountain,0.46,0.02,0.76
Sorcerer Aleister of the Astral Plane,6560,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6560,Sorcerer,0.03,Aleister,0.01,Astral Plane,0.69,0.02,0.76
Charmer Daria of the Hills,8281,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8281,Charmer,0.52,Daria,0.05,Hills,0.16,0.02,0.76
Artificer Eden of the Riviera,5099,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5099,Artificer,0.12,Eden,0.05,Riviera,0.56,0.02,0.76
Adept Tundror of the Road,7621,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7621,Adept,0.26,Tundror,0.14,Road,0.33,0.02,0.75
Enchanter Daria of the Canyon,2645,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2645,Enchanter,0.05,Daria,0.05,Canyon,0.64,0.02,0.75
Enchanter Daria of the Canyon,2913,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2913,Enchanter,0.05,Daria,0.05,Canyon,0.64,0.02,0.75
Enchanter Daria of the Canyon,5580,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5580,Enchanter,0.05,Daria,0.05,Canyon,0.64,0.02,0.75
Archmagus Malthus of the Hollow,5827,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5827,Archmagus,0.01,Malthus,0.50,Hollow,0.22,0.02,0.75
Illusionist David of the Tower,7244,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7244,Illusionist,0.51,David,0.06,Tower,0.16,0.02,0.75
Adept Sondra of the Villa,2337,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2337,Adept,0.26,Sondra,0.13,Villa,0.34,0.02,0.75
Shaman Daphne of the Heath,487,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/487,Shaman,0.12,Daphne,0.35,Heath,0.26,0.02,0.75
Druid Rowena of the Forest,4989,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4989,Druid,0.10,Rowena,0.12,Forest,0.51,0.02,0.75
Archmagus Milo of El Dorado,345,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/345,Archmagus,0.01,Milo,0.06,El Dorado,0.66,0.02,0.75
Alchemist Soya of the Canyon,9614,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9614,Alchemist,0.05,Soya,0.04,Canyon,0.64,0.02,0.75
Sorcerer Kazem of the Keep,6932,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6932,Sorcerer,0.03,Kazem,0.59,Keep,0.11,0.02,0.75
Archmagus Merlon of the Astral Plane,9875,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9875,Archmagus,0.01,Merlon,0.03,Astral Plane,0.69,0.02,0.75
Battle Mage Magnus of the River,830,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/830,Battle Mage,0.03,Magnus,0.18,River,0.52,0.02,0.75
Artificer Alessar of the Realm,2834,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2834,Artificer,0.12,Alessar,0.04,Realm,0.57,0.02,0.75
Battle Mage Bayard of the Field,8033,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8033,Battle Mage,0.03,Bayard,0.30,Field,0.39,0.02,0.75
Battle Mage Hagar of Arcadia,4114,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4114,Battle Mage,0.03,Hagar,0.07,Arcadia,0.63,0.02,0.75
Sorcerer Alatar of Arcadia,1363,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1363,Sorcerer,0.03,Alatar,0.07,Arcadia,0.63,0.02,0.75
Sorcerer Davos of the Palms,4573,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4573,Sorcerer,0.03,Davos,0.15,Palms,0.55,0.02,0.75
Pyromancer Thana of the Valley,9472,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9472,Pyromancer,0.37,Thana,0.24,Valley,0.11,0.02,0.75
Archmagus Ofaris of the Canyon,3962,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3962,Archmagus,0.01,Ofaris,0.08,Canyon,0.64,0.02,0.75
Enchanter Devon of the River,1518,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1518,Enchanter,0.05,Devon,0.16,River,0.52,0.02,0.75
Archmagus Ixar of El Dorado,1915,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1915,Archmagus,0.01,Ixar,0.05,El Dorado,0.66,0.02,0.75
Archmagus Ixar of El Dorado,9240,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9240,Archmagus,0.01,Ixar,0.05,El Dorado,0.66,0.02,0.75
Arch-Magician Milo of the Forest,8470,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8470,Arch-Magician,0.16,Milo,0.06,Forest,0.51,0.02,0.75
Mystic Oberon of the Valley,5514,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5514,Mystic,0.48,Oberon,0.13,Valley,0.11,0.02,0.75
Archmagus Cassius of the Field,8264,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8264,Archmagus,0.01,Cassius,0.32,Field,0.39,0.02,0.75
Alchemist Hothor of the Forest,8159,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8159,Alchemist,0.05,Hothor,0.16,Forest,0.51,0.02,0.75
Battle Mage Rodolfo of the Havens,919,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/919,Battle Mage,0.03,Rodolfo,0.43,Havens,0.26,0.02,0.75
Sorcerer Faiz of the Havens,2058,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2058,Sorcerer,0.03,Faiz,0.43,Havens,0.26,0.02,0.75
Sorcerer Nazim of the Havens,5356,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5356,Sorcerer,0.03,Nazim,0.43,Havens,0.26,0.02,0.75
Arch-Magician Calliope of the Steppe,8229,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8229,Arch-Magician,0.16,Calliope,0.43,Steppe,0.14,0.02,0.75
Archmagus Argus of the Bastion,9457,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9457,Archmagus,0.01,Argus,0.30,Bastion,0.41,0.02,0.75
Enchanter Sonja of the Steppe,8410,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8410,Enchanter,0.05,Sonja,0.54,Steppe,0.14,0.02,0.75
Alchemist Ratko of the Capital,8485,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8485,Alchemist,0.05,Ratko,0.17,Capital,0.50,0.02,0.75
Battle Mage Brutus of the Grotto,3030,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3030,Battle Mage,0.03,Brutus,0.50,Grotto,0.19,0.02,0.75
Battle Mage Malthus of the Grotto,9007,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9007,Battle Mage,0.03,Malthus,0.50,Grotto,0.19,0.02,0.75
Magus Daria of Arcadia,4746,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4746,Magus,0.05,Daria,0.05,Arcadia,0.63,0.02,0.75
Mystic Allistair of the Hall,8474,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8474,Mystic,0.48,Allistair,0.12,Hall,0.12,0.02,0.75
Magus Goliath of the River,4313,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4313,Magus,0.05,Goliath,0.15,River,0.52,0.02,0.75
Pyromancer Aiko of the Wood,5810,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5810,Pyromancer,0.37,Aiko,0.30,Wood,0.04,0.02,0.75
Archmagus Lumos of the Astral Plane,9215,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9215,Archmagus,0.01,Lumos,0.02,Astral Plane,0.69,0.02,0.75
Shaman Dante of the Road,6327,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6327,Shaman,0.12,Dante,0.27,Road,0.33,0.02,0.74
Sorcerer Allistair of the Realm,3722,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3722,Sorcerer,0.03,Allistair,0.12,Realm,0.57,0.02,0.74
Sorcerer Impy of the Villa,7505,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7505,Sorcerer,0.03,Impy,0.35,Villa,0.34,0.02,0.74
Adept Dante of the Grotto,5529,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5529,Adept,0.26,Dante,0.27,Grotto,0.19,0.02,0.74
Alchemist Remus of the River,9911,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9911,Alchemist,0.05,Remus,0.15,River,0.52,0.02,0.74
Hedge Wizard Zelroth of the River,7133,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7133,Hedge Wizard,0.08,Zelroth,0.12,River,0.52,0.02,0.74
Mystic Carly of the Valley,6775,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6775,Mystic,0.48,Carly,0.12,Valley,0.11,0.02,0.74
Sage Jerret of the Gnostics,5422,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5422,Sage,0.16,Jerret,0.05,Gnostics,0.51,0.02,0.74
Enchanter Daria of Arcadia,5483,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5483,Enchanter,0.05,Daria,0.05,Arcadia,0.63,0.02,0.74
Sorcerer Silas of the Forest,9683,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9683,Sorcerer,0.03,Silas,0.18,Forest,0.51,0.02,0.74
Druid Eric of the Ether,5359,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5359,Druid,0.10,Eric,0.24,Ether,0.37,0.02,0.74
Druid Beyna of the Ether,7268,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7268,Druid,0.10,Beyna,0.24,Ether,0.37,0.02,0.74
Alchemist Alessar of Arcadia,6615,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6615,Alchemist,0.05,Alessar,0.04,Arcadia,0.63,0.02,0.74
Adept Milo of the Sacred Pillars,4296,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4296,Adept,0.26,Milo,0.06,Sacred Pillars,0.40,0.02,0.74
Archmagus Argus of the Sacred Pillars,5625,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5625,Archmagus,0.01,Argus,0.30,Sacred Pillars,0.40,0.02,0.74
Archmagus Alatar of the Canyon,6785,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6785,Archmagus,0.01,Alatar,0.07,Canyon,0.64,0.02,0.74
Sage Nazim of the Desert,517,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/517,Sage,0.16,Nazim,0.43,Desert,0.13,0.02,0.74
Witch Shivra of the Mist,4504,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4504,Witch,0.14,Shivra,0.27,Mist,0.31,0.02,0.74
Witch Shivra of the Mist,5306,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5306,Witch,0.14,Shivra,0.27,Mist,0.31,0.02,0.74
Hedge Wizard Armstrong of the Plains,5071,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5071,Hedge Wizard,0.08,Armstrong,0.46,Plains,0.17,0.02,0.74
Charmer Bathsheba of the Wood,282,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/282,Charmer,0.52,Bathsheba,0.15,Wood,0.04,0.02,0.74
Sorcerer Zaros of the Palms,8822,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/8822,Sorcerer,0.03,Zaros,0.14,Palms,0.55,0.02,0.74
Shaman Flynn of the Brambles,137,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/137,Shaman,0.12,Flynn,0.40,Brambles,0.20,0.02,0.74
Arch-Magician Aleister of the Citadel,4225,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4225,Arch-Magician,0.16,Aleister,0.01,Citadel,0.55,0.02,0.74
Hedge Wizard Rowena of the River,1323,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1323,Hedge Wizard,0.08,Rowena,0.12,River,0.52,0.02,0.74
Archmagus Remus of the Riviera,4414,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4414,Archmagus,0.01,Remus,0.15,Riviera,0.56,0.02,0.74
Battle Mage Cassius of the Sun,6197,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6197,Battle Mage,0.03,Cassius,0.32,Sun,0.36,0.02,0.74
Archmagus Diana of the River,1763,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1763,Archmagus,0.01,Diana,0.19,River,0.52,0.02,0.74
Archmagus Ofaris of Arcadia,2313,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/2313,Archmagus,0.01,Ofaris,0.08,Arcadia,0.63,0.02,0.74
Mystic Aleister of the Hollow,3172,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/3172,Mystic,0.48,Aleister,0.01,Hollow,0.22,0.02,0.74
Arcanist Alizam of the Veil,4548,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4548,Arcanist,0.17,Alizam,0.18,Veil,0.36,0.02,0.74
Magus Robert of the Forest,5755,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5755,Magus,0.05,Robert,0.15,Forest,0.51,0.02,0.74
Battle Mage Hansel of the Mist,4287,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4287,Battle Mage,0.03,Hansel,0.37,Mist,0.31,0.02,0.74
Archmagus Alessar of El Dorado,6447,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/6447,Archmagus,0.01,Alessar,0.04,El Dorado,0.66,0.02,0.74
Hedge Wizard Blaise of the Sacred Pillars,4661,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4661,Hedge Wizard,0.08,Blaise,0.23,Sacred Pillars,0.40,0.02,0.74
Archmagus Celah of Arcadia,7446,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/7446,Archmagus,0.01,Celah,0.08,Arcadia,0.63,0.02,0.73
Archmagus Soya of El Dorado,5522,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5522,Archmagus,0.01,Soya,0.04,El Dorado,0.66,0.02,0.73
Archmagus Apollo of El Dorado,9674,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/9674,Archmagus,0.01,Apollo,0.04,El Dorado,0.66,0.02,0.73
Enchanter Arabella of the Mountain,1646,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1646,Enchanter,0.05,Arabella,0.20,Mountain,0.46,0.02,0.73
Mystic Allistair of the Keep,4982,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/4982,Mystic,0.48,Allistair,0.12,Keep,0.11,0.02,0.73
Sorcerer Alizam of the Capital,5266,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/5266,Sorcerer,0.03,Alizam,0.18,Capital,0.50,0.02,0.73
Archmagus Crowley of the Canyon,1624,https://opensea.io/assets/0x521f9c7505005cfa19a8e5786a9c3c9c9f5e6f42/1624,Archmagus,0.01,Crowley,0.06,Canyon,0.64,0.02,0.73
