name,serial,title,title score,firstName,name score,location,location score,length score,combo score,total score
Druid Ulysse of the Hills,6540,Druid,0.54,Ulysse,0.49,Hills,0.36,0.48,0.37,2.24
Archmagus Crowley of the Toadstools,9832,Archmagus,0.16,Crowley,0.30,Toadstools,0.93,0.48,0.37,2.24
Arcanist Baird of the Wood,5777,Arcanist,0.69,Baird,0.50,Wood,0.19,0.48,0.37,2.24
Artificer Soya of the Bastion,4986,Artificer,0.58,Soya,0.23,Bastion,0.58,0.48,0.37,2.24
Artificer Soya of the Bastion,7209,Artificer,0.58,Soya,0.23,Bastion,0.58,0.48,0.37,2.24
Alchemist Chooki of the Wood,9110,Alchemist,0.38,Chooki,0.81,Wood,0.19,0.48,0.37,2.24
Artificer Jerret of the Sun,1374,Artificer,0.58,Jerret,0.27,Sun,0.54,0.48,0.37,2.24
Magus Zane of the Marsh,9120,Magus,0.37,Zane,0.70,Marsh,0.31,0.48,0.37,2.24
Alchemist Hothor of the Road,4466,Alchemist,0.38,Hothor,0.48,Road,0.52,0.48,0.37,2.24
Alchemist Lumos of Dreams,238,Alchemist,0.38,Lumos,0.17,Dreams,0.83,0.48,0.37,2.24
Battle Mage Bartholomew of the Tower,6264,Battle Mage,0.30,Bartholomew,0.73,Tower,0.36,0.48,0.37,2.24
Battle Mage Bartholomew of the Tower,7963,Battle Mage,0.30,Bartholomew,0.73,Tower,0.36,0.48,0.37,2.24
Battle Mage Nolan of the Heath,2593,Battle Mage,0.30,Nolan,0.62,Heath,0.46,0.48,0.37,2.24
Sorcerer Casper of Arcadia,2280,Sorcerer,0.30,Casper,0.37,Arcadia,0.71,0.48,0.37,2.24
Sorcerer Ozohr of Arcadia,9136,Sorcerer,0.30,Ozohr,0.37,Arcadia,0.71,0.48,0.37,2.24
Witch Rita of the Mist,2799,Witch,0.61,Rita,0.26,Mist,0.50,0.48,0.37,2.24
Sorcerer Faiz of the Mount,8513,Sorcerer,0.30,Faiz,0.78,Mount,0.30,0.48,0.37,2.24
Archmagus Eric of the Capital,8045,Archmagus,0.16,Eric,0.58,Capital,0.64,0.48,0.37,2.24
Archmagus Salvatore of the Road,8266,Archmagus,0.16,Salvatore,0.70,Road,0.52,0.48,0.37,2.23
Battle Mage Ethan of the Plains,4646,Battle Mage,0.30,Ethan,0.70,Plains,0.38,0.48,0.37,2.23
Magus Allistair of the Wild,2134,Magus,0.37,Allistair,0.41,Wild,0.60,0.48,0.37,2.23
Shaman Magnus of the Valley,582,Shaman,0.57,Magnus,0.50,Valley,0.30,0.48,0.37,2.23
Shaman Magnus of the Valley,3684,Shaman,0.57,Magnus,0.50,Valley,0.30,0.48,0.37,2.23
Sorcerer Impy of the Plains,8189,Sorcerer,0.30,Impy,0.70,Plains,0.38,0.48,0.37,2.23
Enchanter Celeste of the Field,4400,Enchanter,0.35,Celeste,0.46,Field,0.56,0.48,0.37,2.23
Druid Merlon of the Gnostics,6939,Druid,0.54,Merlon,0.20,Gnostics,0.64,0.48,0.37,2.23
Alchemist Eizo of the Hall,1027,Alchemist,0.38,Eizo,0.68,Hall,0.31,0.48,0.37,2.23
Shaman Rita of the Sun,4279,Shaman,0.57,Rita,0.26,Sun,0.54,0.48,0.37,2.23
Hedge Wizard Caligula of the Mount,9823,Hedge Wizard,0.47,Caligula,0.60,Mount,0.30,0.48,0.37,2.23
Archmagus Solomon of Elysium,2347,Archmagus,0.16,Solomon,0.31,Elysium,0.91,0.48,0.37,2.23
Alchemist Uvlius of the Citadel,6672,Alchemist,0.38,Uvlius,0.32,Citadel,0.67,0.48,0.37,2.23
Alchemist Amir of the Palms,9414,Alchemist,0.38,Amir,0.32,Palms,0.67,0.48,0.37,2.23
Witch Lamia of the Valley,9193,Witch,0.61,Lamia,0.46,Valley,0.30,0.48,0.37,2.23
Archmagus Eizo of the Sun,7862,Archmagus,0.16,Eizo,0.68,Sun,0.54,0.48,0.37,2.23
Sorcerer Zaros of the Capital,7918,Sorcerer,0.30,Zaros,0.44,Capital,0.64,0.48,0.37,2.23
Hedge Wizard Jeldor of the Road,563,Hedge Wizard,0.47,Jeldor,0.38,Road,0.52,0.48,0.37,2.23
Battle Mage Cassius of the Grotto,3814,Battle Mage,0.30,Cassius,0.68,Grotto,0.39,0.48,0.37,2.23
Battle Mage Samuel of the Grotto,5085,Battle Mage,0.30,Samuel,0.68,Grotto,0.39,0.48,0.37,2.23
Archmagus Alessar of the Event Horizon,2537,Archmagus,0.16,Alessar,0.23,Event Horizon,0.98,0.48,0.37,2.23
Battle Mage Magnus of the Sacred Pillars,7052,Battle Mage,0.30,Magnus,0.50,Sacred Pillars,0.57,0.48,0.37,2.23
Magus Impy of the Valley,9431,Magus,0.37,Impy,0.70,Valley,0.30,0.48,0.37,2.23
Archmagus Zubin of the Bastion,9774,Archmagus,0.16,Zubin,0.64,Bastion,0.58,0.48,0.37,2.23
Shaman Carly of the Plains,8835,Shaman,0.57,Carly,0.42,Plains,0.38,0.48,0.37,2.23
Magus Pumlo of the Havens,347,Magus,0.37,Pumlo,0.54,Havens,0.46,0.48,0.37,2.23
Artificer Aldus of the Mist,302,Artificer,0.58,Aldus,0.29,Mist,0.50,0.48,0.37,2.23
Magus Tundror of the Wold,4852,Magus,0.37,Tundror,0.45,Wold,0.55,0.48,0.37,2.23
Battle Mage Cromwell of the Reach,4650,Battle Mage,0.30,Cromwell,0.27,Reach,0.80,0.48,0.37,2.23
Hedge Wizard Iprix of the Mist,587,Hedge Wizard,0.47,Iprix,0.40,Mist,0.50,0.48,0.37,2.23
Sorcerer Eden of the Reach,7727,Sorcerer,0.30,Eden,0.27,Reach,0.80,0.48,0.37,2.23
Archmagus Argus of the Wold,4441,Archmagus,0.16,Argus,0.66,Wold,0.55,0.48,0.37,2.23
Enchanter Diana of the Mist,3452,Enchanter,0.35,Diana,0.51,Mist,0.50,0.48,0.37,2.23
Adept Angus of the Hall,8123,Adept,0.84,Angus,0.21,Hall,0.31,0.48,0.37,2.23
Enchanter Astrid of the Plains,2764,Enchanter,0.35,Astrid,0.64,Plains,0.38,0.48,0.37,2.23
Enchanter Astrid of the Plains,6220,Enchanter,0.35,Astrid,0.64,Plains,0.38,0.48,0.37,2.23
Artificer Ratko of the Valley,8065,Artificer,0.58,Ratko,0.49,Valley,0.30,0.48,0.37,2.23
Alchemist Oberon of the Wold,284,Alchemist,0.38,Oberon,0.43,Wold,0.55,0.48,0.37,2.23
Enchanter Daphne of the Marsh,8866,Enchanter,0.35,Daphne,0.70,Marsh,0.31,0.48,0.37,2.23
Archmagus Allistair of the Reach,249,Archmagus,0.16,Allistair,0.41,Reach,0.80,0.48,0.37,2.23
Archmagus Soran of the Oasis,5240,Archmagus,0.16,Soran,0.43,Oasis,0.78,0.48,0.37,2.22
Archmagus Apollo of the Event Horizon,3388,Archmagus,0.16,Apollo,0.23,Event Horizon,0.98,0.48,0.37,2.22
Archmagus Soya of the Temple,8342,Archmagus,0.16,Soya,0.23,Temple,0.98,0.48,0.37,2.22
Alchemist Ofaris of the River,7891,Alchemist,0.38,Ofaris,0.33,River,0.65,0.48,0.37,2.22
Enchanter Bathsheba of the Wold,4004,Enchanter,0.35,Bathsheba,0.46,Wold,0.55,0.48,0.37,2.22
Sorcerer George of the Reach,31,Sorcerer,0.30,George,0.27,Reach,0.80,0.48,0.37,2.22
Arch-Magician Diana of the Wood,444,Arch-Magician,0.66,Diana,0.51,Wood,0.19,0.48,0.37,2.22
Archmagus Jeldor of Dreams,8740,Archmagus,0.16,Jeldor,0.38,Dreams,0.83,0.48,0.37,2.22
Alchemist Hagar of the Palms,829,Alchemist,0.38,Hagar,0.31,Palms,0.67,0.48,0.37,2.22
Enchanter Beyna of the Hollow,1414,Enchanter,0.35,Beyna,0.58,Hollow,0.42,0.48,0.37,2.22
Battle Mage Nolan of the Moors,2333,Battle Mage,0.30,Nolan,0.62,Moors,0.45,0.48,0.37,2.22
Alchemist Daria of the Canyon,7887,Alchemist,0.38,Daria,0.26,Canyon,0.72,0.48,0.37,2.22
Enchanter Daria of the Astral Plane,1206,Enchanter,0.35,Daria,0.26,Astral Plane,0.75,0.48,0.37,2.22
Enchanter Daria of the Astral Plane,5953,Enchanter,0.35,Daria,0.26,Astral Plane,0.75,0.48,0.37,2.22
Archmagus Pumlo of the Citadel,7034,Archmagus,0.16,Pumlo,0.54,Citadel,0.67,0.48,0.37,2.22
Battle Mage Axel of the Sun,8423,Battle Mage,0.30,Axel,0.53,Sun,0.54,0.48,0.37,2.22
Battle Mage Baird of the Field,4533,Battle Mage,0.30,Baird,0.50,Field,0.56,0.48,0.37,2.22
Battle Mage Magnus of the Field,9593,Battle Mage,0.30,Magnus,0.50,Field,0.56,0.48,0.37,2.22
Battle Mage Nicolas of the Canyon,5492,Battle Mage,0.30,Nicolas,0.35,Canyon,0.72,0.48,0.37,2.22
Artificer Angus of the Sacred Pillars,5030,Artificer,0.58,Angus,0.21,Sacred Pillars,0.57,0.48,0.37,2.22
Sorcerer Iprix of the Palms,3834,Sorcerer,0.30,Iprix,0.40,Palms,0.67,0.48,0.37,2.22
Archmagus Casper of the Rock,5877,Archmagus,0.16,Casper,0.37,Rock,0.84,0.48,0.37,2.22
Archmagus Ozohr of the Atheneum,6640,Archmagus,0.16,Ozohr,0.37,Atheneum,0.84,0.48,0.37,2.22
Artificer Iprix of the Cosmos,8366,Artificer,0.58,Iprix,0.40,Cosmos,0.39,0.48,0.37,2.22
Enchanter Oberon of the Bastion,6083,Enchanter,0.35,Oberon,0.43,Bastion,0.58,0.48,0.37,2.22
Sage Lumos of the Villa,2891,Sage,0.66,Lumos,0.17,Villa,0.53,0.48,0.37,2.22
Sage Lumos of the Villa,8430,Sage,0.66,Lumos,0.17,Villa,0.53,0.48,0.37,2.22
Alchemist Solomon of the Citadel,1579,Alchemist,0.38,Solomon,0.31,Citadel,0.67,0.48,0.37,2.22
Enchanter Faye of the Cosmos,1698,Enchanter,0.35,Faye,0.62,Cosmos,0.39,0.48,0.37,2.22
Arcanist Hothor of the Wood,854,Arcanist,0.69,Hothor,0.48,Wood,0.19,0.48,0.37,2.22
Battle Mage Ulysse of the Sacred Pillars,876,Battle Mage,0.30,Ulysse,0.49,Sacred Pillars,0.57,0.48,0.37,2.22
Battle Mage Ethan of the Hills,9629,Battle Mage,0.30,Ethan,0.70,Hills,0.36,0.48,0.37,2.22
Druid Apollo of the Wild,1430,Druid,0.54,Apollo,0.23,Wild,0.60,0.48,0.37,2.22
Sorcerer Artis of the Realm,8799,Sorcerer,0.30,Artis,0.38,Realm,0.68,0.48,0.37,2.22
Alchemist Eizo of the Keep,2085,Alchemist,0.38,Eizo,0.68,Keep,0.30,0.48,0.37,2.22
Alchemist Samuel of the Keep,2798,Alchemist,0.38,Samuel,0.68,Keep,0.30,0.48,0.37,2.22
Shaman Angus of the Sacred Pillars,987,Shaman,0.57,Angus,0.21,Sacred Pillars,0.57,0.48,0.37,2.22
Archmagus Astrid of the Field,7752,Archmagus,0.16,Astrid,0.64,Field,0.56,0.48,0.37,2.22
Enchanter Daphne of the Valley,6519,Enchanter,0.35,Daphne,0.70,Valley,0.30,0.48,0.37,2.22
Battle Mage Hansel of the Steppe,8062,Battle Mage,0.30,Hansel,0.73,Steppe,0.33,0.48,0.37,2.21
Alchemist David of the Riviera,1268,Alchemist,0.38,David,0.30,Riviera,0.67,0.48,0.37,2.21
Archmagus Aldus of Elysium,1423,Archmagus,0.16,Aldus,0.29,Elysium,0.91,0.48,0.37,2.21
Enchanter Larissa of the Heath,8344,Enchanter,0.35,Larissa,0.54,Heath,0.46,0.48,0.37,2.21
Battle Mage Ethan of the Tower,5211,Battle Mage,0.30,Ethan,0.70,Tower,0.36,0.48,0.37,2.21
Shaman Danny of the Desert,9254,Shaman,0.57,Danny,0.46,Desert,0.32,0.48,0.37,2.21
Alchemist Aldus of the Realm,6697,Alchemist,0.38,Aldus,0.29,Realm,0.68,0.48,0.37,2.21
Archmagus Jerret of the Toadstools,6627,Archmagus,0.16,Jerret,0.27,Toadstools,0.93,0.48,0.37,2.21
Arch-Magician Isaac of the Mount,3922,Arch-Magician,0.66,Isaac,0.39,Mount,0.30,0.48,0.37,2.21
Enchanter Bathsheba of the Veil,5274,Enchanter,0.35,Bathsheba,0.46,Veil,0.54,0.48,0.37,2.21
Battle Mage Magnus of the Wold,4261,Battle Mage,0.30,Magnus,0.50,Wold,0.55,0.48,0.37,2.21
Battle Mage Samuel of the Plains,9980,Battle Mage,0.30,Samuel,0.68,Plains,0.38,0.48,0.37,2.21
Shaman Devon of the Valley,383,Shaman,0.57,Devon,0.48,Valley,0.30,0.48,0.37,2.21
Battle Mage Hothor of the Bastion,5363,Battle Mage,0.30,Hothor,0.48,Bastion,0.58,0.48,0.37,2.21
Arch-Magician Udor of the Tower,8064,Arch-Magician,0.66,Udor,0.33,Tower,0.36,0.48,0.37,2.21
Archmagus Milton of Elysium,1621,Archmagus,0.16,Milton,0.29,Elysium,0.91,0.48,0.37,2.21
Witch Rowena of the Steppe,7035,Witch,0.61,Rowena,0.40,Steppe,0.33,0.48,0.37,2.21
Enchanter Jadis of the Wood,971,Enchanter,0.35,Jadis,0.81,Wood,0.19,0.48,0.37,2.21
Battle Mage Cromwell of the Oasis,656,Battle Mage,0.30,Cromwell,0.27,Oasis,0.78,0.48,0.37,2.21
Battle Mage Cromwell of the Oasis,4666,Battle Mage,0.30,Cromwell,0.27,Oasis,0.78,0.48,0.37,2.21
Sage Milton of the Brambles,2019,Sage,0.66,Milton,0.29,Brambles,0.40,0.48,0.37,2.21
Hedge Wizard Victoria of the Hall,1458,Hedge Wizard,0.47,Victoria,0.57,Hall,0.31,0.48,0.37,2.21
Sorcerer Soya of Dreams,9075,Sorcerer,0.30,Soya,0.23,Dreams,0.83,0.48,0.37,2.21
Archmagus Zaros of the Lake,3162,Archmagus,0.16,Zaros,0.44,Lake,0.76,0.48,0.37,2.21
Archmagus Zaros of the Dunes,5054,Archmagus,0.16,Zaros,0.44,Dunes,0.76,0.48,0.37,2.21
Alchemist Oberon of the Sun,848,Alchemist,0.38,Oberon,0.43,Sun,0.54,0.48,0.37,2.21
Battle Mage Flynn of the Mount,6055,Battle Mage,0.30,Flynn,0.75,Mount,0.30,0.48,0.37,2.21
Battle Mage Flynn of the Mount,7234,Battle Mage,0.30,Flynn,0.75,Mount,0.30,0.48,0.37,2.21
Battle Mage Flynn of the Valley,7424,Battle Mage,0.30,Flynn,0.75,Valley,0.30,0.48,0.37,2.21
Arcanist Homer of the Keep,9319,Arcanist,0.69,Homer,0.36,Keep,0.30,0.48,0.37,2.21
Battle Mage Ulysse of the Field,8856,Battle Mage,0.30,Ulysse,0.49,Field,0.56,0.48,0.37,2.21
Sorcerer Crowley of the Lake,2118,Sorcerer,0.30,Crowley,0.30,Lake,0.76,0.48,0.37,2.21
Sorcerer Davos of the Wild,5476,Sorcerer,0.30,Davos,0.46,Wild,0.60,0.48,0.37,2.21
Hedge Wizard Magnus of the Plains,3881,Hedge Wizard,0.47,Magnus,0.50,Plains,0.38,0.48,0.37,2.21
Archmagus Orpheus of the Realm,4255,Archmagus,0.16,Orpheus,0.51,Realm,0.68,0.48,0.37,2.21
Arcanist Crowley of the Hills,4083,Arcanist,0.69,Crowley,0.30,Hills,0.36,0.48,0.37,2.21
Artificer Apollo of the Veil,9125,Artificer,0.58,Apollo,0.23,Veil,0.54,0.48,0.37,2.21
Artificer George of the Mist,3198,Artificer,0.58,George,0.27,Mist,0.50,0.48,0.37,2.21
Enchanter Artis of the Mountain,3342,Enchanter,0.35,Artis,0.38,Mountain,0.61,0.48,0.37,2.21
Hedge Wizard Basil of the Road,9443,Hedge Wizard,0.47,Basil,0.36,Road,0.52,0.48,0.37,2.20
Enchanter Sondra of the Field,1699,Enchanter,0.35,Sondra,0.43,Field,0.56,0.48,0.37,2.20
Enchanter Sondra of the Field,2310,Enchanter,0.35,Sondra,0.43,Field,0.56,0.48,0.37,2.20
Sorcerer Jeldor of the Citadel,9096,Sorcerer,0.30,Jeldor,0.38,Citadel,0.67,0.48,0.37,2.20
Hedge Wizard Sondra of the Moors,4778,Hedge Wizard,0.47,Sondra,0.43,Moors,0.45,0.48,0.37,2.20
Artificer Goliath of the Valley,3555,Artificer,0.58,Goliath,0.47,Valley,0.30,0.48,0.37,2.20
Archmagus Alessar of the Court,1394,Archmagus,0.16,Alessar,0.23,Court,0.96,0.48,0.37,2.20
Archmagus Alessar of the Court,7113,Archmagus,0.16,Alessar,0.23,Court,0.96,0.48,0.37,2.20
Druid Solomon of the Mist,6390,Druid,0.54,Solomon,0.31,Mist,0.50,0.48,0.37,2.20
Battle Mage Caligula of the Moors,1349,Battle Mage,0.30,Caligula,0.60,Moors,0.45,0.48,0.37,2.20
Archmagus Milo of Elysium,1381,Archmagus,0.16,Milo,0.28,Elysium,0.91,0.48,0.37,2.20
Alchemist Uvlius of the Capital,8655,Alchemist,0.38,Uvlius,0.32,Capital,0.64,0.48,0.37,2.20
Hedge Wizard Rita of the Mountain,2603,Hedge Wizard,0.47,Rita,0.26,Mountain,0.61,0.48,0.37,2.20
Magus Celeste of the Road,5431,Magus,0.37,Celeste,0.46,Road,0.52,0.48,0.37,2.20
Druid Diana of the Keep,2163,Druid,0.54,Diana,0.51,Keep,0.30,0.48,0.37,2.20
Witch Rowena of the Desert,9645,Witch,0.61,Rowena,0.40,Desert,0.32,0.48,0.37,2.20
Sorcerer Iprix of the River,388,Sorcerer,0.30,Iprix,0.40,River,0.65,0.48,0.37,2.20
Alchemist Gunthor of the Valley,2915,Alchemist,0.38,Gunthor,0.66,Valley,0.30,0.48,0.37,2.20
Hedge Wizard Apollo of the Forest,5205,Hedge Wizard,0.47,Apollo,0.23,Forest,0.64,0.48,0.37,2.20
Shaman Bathsheba of the Marsh,5175,Shaman,0.57,Bathsheba,0.46,Marsh,0.31,0.48,0.37,2.20
Shaman Robert of the Valley,6811,Shaman,0.57,Robert,0.47,Valley,0.30,0.48,0.37,2.20
Battle Mage Ulysse of the Wold,9500,Battle Mage,0.30,Ulysse,0.49,Wold,0.55,0.48,0.37,2.20
Battle Mage Tundror of the Wild,3059,Battle Mage,0.30,Tundror,0.45,Wild,0.60,0.48,0.37,2.20
Archmagus Soya of the Court,9618,Archmagus,0.16,Soya,0.23,Court,0.96,0.48,0.37,2.20
Archmagus Soya of the Court,9836,Archmagus,0.16,Soya,0.23,Court,0.96,0.48,0.37,2.20
Sage Jeldor of the Keep,9628,Sage,0.66,Jeldor,0.38,Keep,0.30,0.48,0.37,2.20
Hedge Wizard Orpheus of the Tower,4039,Hedge Wizard,0.47,Orpheus,0.51,Tower,0.36,0.48,0.37,2.20
Magus Daria of Arcadia,4746,Magus,0.37,Daria,0.26,Arcadia,0.71,0.48,0.37,2.20
Artificer Cairon of the Desert,3480,Artificer,0.58,Cairon,0.44,Desert,0.32,0.48,0.37,2.20
Arcanist George of the Plains,5234,Arcanist,0.69,George,0.27,Plains,0.38,0.48,0.37,2.20
Sorcerer Aldus of the Astral Plane,1595,Sorcerer,0.30,Aldus,0.29,Astral Plane,0.75,0.48,0.37,2.20
Arcanist Ofaris of the Hall,6474,Arcanist,0.69,Ofaris,0.33,Hall,0.31,0.48,0.37,2.20
Arch-Magician Angus of the Havens,3015,Arch-Magician,0.66,Angus,0.21,Havens,0.46,0.48,0.37,2.20
Artificer Rowena of the Tower,8037,Artificer,0.58,Rowena,0.40,Tower,0.36,0.48,0.37,2.20
Archmagus Hadrien of Elysium,8705,Archmagus,0.16,Hadrien,0.27,Elysium,0.91,0.48,0.37,2.20
Archmagus Eden of Elysium,9371,Archmagus,0.16,Eden,0.27,Elysium,0.91,0.48,0.37,2.20
Battle Mage Goliath of the Sacred Pillars,1341,Battle Mage,0.30,Goliath,0.47,Sacred Pillars,0.57,0.48,0.37,2.20
Battle Mage Robert of the Sacred Pillars,5108,Battle Mage,0.30,Robert,0.47,Sacred Pillars,0.57,0.48,0.37,2.20
Druid Azahl of the Havens,2389,Druid,0.54,Azahl,0.34,Havens,0.46,0.48,0.37,2.20
Druid Azahl of the Heath,5928,Druid,0.54,Azahl,0.34,Heath,0.46,0.48,0.37,2.20
Alchemist Asphodel of the Keep,5369,Alchemist,0.38,Asphodel,0.66,Keep,0.30,0.48,0.37,2.19
Archmagus Lumos of the Quantum Downs,7743,Archmagus,0.16,Lumos,0.17,Quantum Downs,1.01,0.48,0.37,2.19
Archmagus Lumos of the Quantum Downs,8401,Archmagus,0.16,Lumos,0.17,Quantum Downs,1.01,0.48,0.37,2.19
Magus Faiz of the Wood,3587,Magus,0.37,Faiz,0.78,Wood,0.19,0.48,0.37,2.19
Adept Merlon of the Keep,9736,Adept,0.84,Merlon,0.20,Keep,0.30,0.48,0.37,2.19
Artificer Davos of the Mount,5446,Artificer,0.58,Davos,0.46,Mount,0.30,0.48,0.37,2.19
Battle Mage Hansel of the Hall,536,Battle Mage,0.30,Hansel,0.73,Hall,0.31,0.48,0.37,2.19
Battle Mage Hansel of the Hall,5605,Battle Mage,0.30,Hansel,0.73,Hall,0.31,0.48,0.37,2.19
Arcanist Aleister of the Sun,7038,Arcanist,0.69,Aleister,0.11,Sun,0.54,0.48,0.37,2.19
Archmagus Atlas of the Mount,6174,Archmagus,0.16,Atlas,0.88,Mount,0.30,0.48,0.37,2.19
Alchemist Hagar of the Capital,9652,Alchemist,0.38,Hagar,0.31,Capital,0.64,0.48,0.37,2.19
Archmagus Merlon of the Obelisk,3148,Archmagus,0.16,Merlon,0.20,Obelisk,0.98,0.48,0.37,2.19
Archmagus Merlon of the Temple,6038,Archmagus,0.16,Merlon,0.20,Temple,0.98,0.48,0.37,2.19
Sorcerer Milton of the Astral Plane,4990,Sorcerer,0.30,Milton,0.29,Astral Plane,0.75,0.48,0.37,2.19
Enchanter Galatea of the Mount,3999,Enchanter,0.35,Galatea,0.68,Mount,0.30,0.48,0.37,2.19
Magus Amir of the Forest,247,Magus,0.37,Amir,0.32,Forest,0.64,0.48,0.37,2.19
Enchanter Beyna of the Grotto,5921,Enchanter,0.35,Beyna,0.58,Grotto,0.39,0.48,0.37,2.19
Enchanter Thana of the Grotto,8949,Enchanter,0.35,Thana,0.58,Grotto,0.39,0.48,0.37,2.19
Battle Mage Homer of the Riviera,4256,Battle Mage,0.30,Homer,0.36,Riviera,0.67,0.48,0.37,2.19
Arch-Magician Ozohr of the Mount,4624,Arch-Magician,0.66,Ozohr,0.37,Mount,0.30,0.48,0.37,2.19
Enchanter Daria of the Canyon,2645,Enchanter,0.35,Daria,0.26,Canyon,0.72,0.48,0.37,2.19
Enchanter Daria of the Canyon,2913,Enchanter,0.35,Daria,0.26,Canyon,0.72,0.48,0.37,2.19
Enchanter Daria of the Canyon,5580,Enchanter,0.35,Daria,0.26,Canyon,0.72,0.48,0.37,2.19
Sorcerer Zane of the Steppe,6970,Sorcerer,0.30,Zane,0.70,Steppe,0.33,0.48,0.37,2.19
Magus Wolfram of the Heath,3433,Magus,0.37,Wolfram,0.50,Heath,0.46,0.48,0.37,2.19
Magus Alizam of the Heath,3508,Magus,0.37,Alizam,0.50,Heath,0.46,0.48,0.37,2.19
Alchemist Soya of the Canyon,9614,Alchemist,0.38,Soya,0.23,Canyon,0.72,0.48,0.37,2.19
Sorcerer Remus of the Bastion,1810,Sorcerer,0.30,Remus,0.46,Bastion,0.58,0.48,0.37,2.19
Arch-Magician Cromwell of the Grotto,2511,Arch-Magician,0.66,Cromwell,0.27,Grotto,0.39,0.48,0.37,2.19
Sage Eden of the Grotto,8300,Sage,0.66,Eden,0.27,Grotto,0.39,0.48,0.37,2.19
Enchanter Celeste of the Road,9269,Enchanter,0.35,Celeste,0.46,Road,0.52,0.48,0.37,2.19
Hedge Wizard Danny of the Brambles,4629,Hedge Wizard,0.47,Danny,0.46,Brambles,0.40,0.48,0.37,2.19
Alchemist Alessar of Arcadia,6615,Alchemist,0.38,Alessar,0.23,Arcadia,0.71,0.48,0.37,2.19
Battle Mage Eric of the Moors,5427,Battle Mage,0.30,Eric,0.58,Moors,0.45,0.48,0.37,2.19
Sage Solomon of the Tower,546,Sage,0.66,Solomon,0.31,Tower,0.36,0.48,0.37,2.19
Battle Mage Cromwell of the Dunes,910,Battle Mage,0.30,Cromwell,0.27,Dunes,0.76,0.48,0.37,2.19
Battle Mage Cromwell of the Lake,3819,Battle Mage,0.30,Cromwell,0.27,Lake,0.76,0.48,0.37,2.19
Archmagus Rita of Elysium,5194,Archmagus,0.16,Rita,0.26,Elysium,0.91,0.48,0.37,2.19
Artificer Zaros of the Hall,4814,Artificer,0.58,Zaros,0.44,Hall,0.31,0.48,0.37,2.19
Arcanist Azahl of the Keep,9727,Arcanist,0.69,Azahl,0.34,Keep,0.30,0.48,0.37,2.19
Druid Merlon of the Wild,9100,Druid,0.54,Merlon,0.20,Wild,0.60,0.48,0.37,2.19
Sage Rita of the Brambles,8784,Sage,0.66,Rita,0.26,Brambles,0.40,0.48,0.37,2.18
Sage Homer of the Valley,6510,Sage,0.66,Homer,0.36,Valley,0.30,0.48,0.37,2.18
Archmagus Remus of Arcadia,452,Archmagus,0.16,Remus,0.46,Arcadia,0.71,0.48,0.37,2.18
Arcanist Lumos of the Havens,481,Arcanist,0.69,Lumos,0.17,Havens,0.46,0.48,0.37,2.18
Enchanter Daria of Arcadia,5483,Enchanter,0.35,Daria,0.26,Arcadia,0.71,0.48,0.37,2.18
Battle Mage Baird of the Villa,4297,Battle Mage,0.30,Baird,0.50,Villa,0.53,0.48,0.37,2.18
Archmagus Ofaris of the Rock,5875,Archmagus,0.16,Ofaris,0.33,Rock,0.84,0.48,0.37,2.18
Battle Mage Thor of the Valley,8467,Battle Mage,0.30,Thor,0.73,Valley,0.30,0.48,0.37,2.18
Enchanter Beyna of the Cosmos,4830,Enchanter,0.35,Beyna,0.58,Cosmos,0.39,0.48,0.37,2.18
Enchanter Cassiopeia of the Steppe,4690,Enchanter,0.35,Cassiopeia,0.64,Steppe,0.33,0.48,0.37,2.18
Sorcerer Alizam of the Villa,6118,Sorcerer,0.30,Alizam,0.50,Villa,0.53,0.48,0.37,2.18
Sage Celah of the Steppe,8521,Sage,0.66,Celah,0.33,Steppe,0.33,0.48,0.37,2.18
Sorcerer Jahid of the Mist,94,Sorcerer,0.30,Jahid,0.53,Mist,0.50,0.48,0.37,2.18
Battle Mage Hagar of Arcadia,4114,Battle Mage,0.30,Hagar,0.31,Arcadia,0.71,0.48,0.37,2.18
Sage Daria of the Brambles,3821,Sage,0.66,Daria,0.26,Brambles,0.40,0.48,0.37,2.18
Sorcerer Alatar of Arcadia,1363,Sorcerer,0.30,Alatar,0.31,Arcadia,0.71,0.48,0.37,2.18
Enchanter Layla of the Hall,1935,Enchanter,0.35,Layla,0.66,Hall,0.31,0.48,0.37,2.18
Enchanter Aiko of the Marsh,3424,Enchanter,0.35,Aiko,0.66,Marsh,0.31,0.48,0.37,2.18
Witch Rita of the Moors,5537,Witch,0.61,Rita,0.26,Moors,0.45,0.48,0.37,2.18
Hedge Wizard Larissa of the Marsh,7758,Hedge Wizard,0.47,Larissa,0.54,Marsh,0.31,0.48,0.37,2.18
Hedge Wizard Larissa of the Marsh,9929,Hedge Wizard,0.47,Larissa,0.54,Marsh,0.31,0.48,0.37,2.18
Battle Mage Tundror of the Bastion,4486,Battle Mage,0.30,Tundror,0.45,Bastion,0.58,0.48,0.37,2.18
Arch-Magician Merlon of the Heath,5041,Arch-Magician,0.66,Merlon,0.20,Heath,0.46,0.48,0.37,2.18
Archmagus Merlon of Mu,2501,Archmagus,0.16,Merlon,0.20,Mu,0.97,0.48,0.37,2.18
Shaman Aleister of the Forest,8445,Shaman,0.57,Aleister,0.11,Forest,0.64,0.48,0.37,2.18
